,Unnamed: 0,description,end_date,exhibitors,lat,lng,location,name,start_date,type,visitors,closest_iata
151,326,"The Email Innovations Summit will cover areas like email marketing trends, emerging technologies and innovations, latest advancements in acquisition techniques etc.",2018-10-18,-1,51.517444,-0.097486,"200 Aldersgate St. Pauls London EC1A 4HD, London, UK",Email Innovations Summit,2018-10-17,Conference,25000,LON
153,332,"The BSAAM Anti Ageing Conference aims to provide an opportunity to update delegates with academic, scientific and clinical knowledge as well as facilitating networking with other members of the medical and scientific community worldwide while providing continuing medical accreditation.",2018-10-13,50,51.5073219,-0.1276474,"London, UK",BSAAM Anti Ageing Conference,2018-10-11,Conference,25000,LON
154,823,"The Public Sector Finance Efficiency Conference Sydney focuses on how Government finance leaders are transforming to improve efficiency, sharpen insight and secure its business partner status; driving their organizations towards its long-term goals. It aims to demonstrate the critical role Finance plays in the digital age to secure a seat at the decision-making table.",2019-02-14,-1,-33.864572,151.202116,"Tower Three, International Towers, 33/200 Barangaroo Avenue, Barangaroo NSW 2000, Australia, Sydney, Australia",Public Sector Finance Efficiency Conference Sydney,2019-02-14,Conference,25000,SYD
155,822,"International Conference on Pedagogical and Educational Sciences (ICPES) aims to bring together leading academic scientists, professors, researchers, students and research scholars to exchange and share their experiences and research results about all aspects of Pedagogical and Educational Sciences. It also provides the premier interdisciplinary forum for researchers, practitioners, and educators to present and discuss the most recent innovations, trends, and concerns, practical challenges encountered and the solutions adopted in the field of Pedagogical and Educational Sciences.",2019-01-02,50,-33.8548157,151.2164539,"Sydney, Australia",International Conference on Pedagogical and Educational Sciences,2019-01-01,Conference,25000,SYD
157,342,"On campus Careers Fair offering you the chance to meet with a wide variety of organisations offering roles in retail, IT, finance, supply chain and many more.",2018-10-18,200,51.514408,-0.117377,"Houghton St, London WC2A 2AE, London, UK",Business and Management Fair,2018-10-18,Trade Show,25000,LON
158,562,Higher Ed Facilities Forum is a gathering for facilities leaders at the nation's top colleges and universities. It combines a balance of thought-provoking presentations and peer-to-peer discussion groups on the most relevant issues and challenges for facilities leaders at the nation's leading colleges and universities.,2019-04-09,-1,26.018744,-80.116458,"1111 N Ocean Dr, Hollywood, FL 33019, Hollywood, USA",Higher Ed Facilities Forum,2019-04-07,Conference,25000,MIA
159,544,"The NICE Annual Conference convenes frontline staff and leaders from health and care together with the life sciences, healthtech and digital sectors and it will be the only event of its kind, bringing together health and care professionals with pharmaceutical and health technology communities to share the latest in evidence-based excellence and innovation.",2018-06-26,50,53.475417,-2.250682,"303 Deansgate, Manchester M3 4LQ, Manchester, UK",NICE Annual Conference,2018-06-26,Conference,25000,MAN
160,351,"The PI PLMx London explores not only the greater use of digital assets to deliver enhanced levels of enterprise and supply chain collaboration, resulting in productivity gains through strategic decision making but also addresses the need for PLM to evolve further to meet the challenges of a rapidly developing and innovative IIOT landscape.",2019-02-05,50,51.494248,-0.141821,"239 Vauxhall Bridge Rd Pimlico London SW1V 1EQ, London, UK",PI PLMx London,2019-02-04,Conference,25000,LON
161,352,"NAEA Propertymark National Conference is an essential opportunity to gain insights into key industry issues, receive valuable guidance to help you develop as professionals as well as information about the latest trends.",2019-02-14,50,51.518743,-0.079814,"155 Bishopsgate, London EC2M 3YD, London, UK",NAEA Propertymark National Conference,2019-02-14,Conference,25000,LON
162,818,"The Future of Financial Services Sydney has established itself as the most important tech-focused event on the industryaEUR(tm)s calendar, setting the digital agenda for 2021 and beyond. Over two days, the Future of Financial Services, Sydney conference facilitates necessary conversations and debate among 1,000 industry peers, connecting individuals and organizations with the latest insights and transformational trends in technology and innovation.",2018-11-09,50,-33.873366,151.199391,"14 Darling Dr Sydney NSW 2009, Sydney, Australia",Future of Financial Services,2018-11-08,Conference,25000,SYD
163,356,The SIG Identity and Authentication is primarily aimed at providing an opportunity for knowledge sharing on specific industry issues or discrete merchant market sectors as the need arises.,2019-02-07,50,51.50692,-0.08991,"Minerva House, 5 Montague Cl, London SE1 9BB, UK, London, UK",SIG Identity And Authentication,2019-02-07,Conference,25000,LON
164,791,"The Aviation Fuel Forum is the premier industry meeting for the world's aviation fuel community. The event features a unique platform which allows the airline representatives, fuel suppliers and IATA Strategic Partners to discuss the industry's priorities and agree on actions to enhance efficiency and productivity.",2018-11-15,-1,1.293956,103.853347,"80 Bras Basah Road, Raffles City Shopping Centre 189560, Singapore, Singapore",Aviation Fuel Forum,2018-11-13,Conference,25000,SIN
165,556,"ECAP Healthcare is a unique opportunity to engage in direct discussions with financial institutions and thought-leaders focused on the evolving market shift. Join bankers, lenders, brokers, industry leaders and executives in one-on-one networking sessions, golf outings and other activities designed to build new, highly-productive relationships.",2019-02-12,50,25.81372,-80.339676,"4400 NW 87th Ave, Doral, FL 33178, Miami, USA",ECAP Healthcare,2019-02-10,Conference,25000,MIA
166,555,"We invite you to attend our annual CRITICAL ISSUES america (CIA) meeting.  The meeting will help participants to identify & manage complications associated with endovascular and open repair of complex aortic disease including: arch descending thoracic, TAAA, pararenal & juxtarenal aneurysms, aortoiliac aneurysms and other miscellaneous pathologies affecting the aorta.CIA will recognize potential treatment failure and the role of advance imaging techniques in the evaluation, treatment, and management of aortic disease.The target audience includes physicians who specialize in vascular surgery, cardiology, interventional radiology, vascular medicine, cardiothoracic surgery, as well as fellows, and allied health professionals.",2019-02-09,50,25.740556,-80.278605,"1200 Anastasia Ave Coral Gables FL 33134, Coral Gables, USA",Critical Issues america,2019-02-08,Conference,25000,MIA
167,792,"The construction industry is facing inevitable disruption as organisations look for innovative solutions to increase productivity throughout the value chain. With the growing demand for energy efficient buildings and increased material costs, there is a huge opportunity for companies to catalyse digitalisation and new technologies to build faster, optimise cost and leverage economies of scale.",2018-11-14,50,1.3408528,103.8784468637,"Singapore, Singapore","Annual Construction Excellence: Prefab, Precast & Modular Buildings",2018-11-12,Conference,25000,SIN
168,552,"The Safe Streets Summit aims to provide a local yet regionally connected approach to prioritizing and implementing Complete Streets throughout Southeast Florida and it brings together national speakers, public officials, technical staff, and community partners to elevate the efforts on how to design and implement safe and equitable transportation facilities for all modes of transportation.",2019-02-26,-1,25.772425,-80.185447,"100 Chopin Plaza Miami FL 33131, Miami, USA",Safe Streets Summit,2019-02-25,Conference,25000,MIA
170,549,"BendCare Summit is an opportunity to review clinical information with their peers on different states of interest while gaining practice management survival skills. The event features illustrations on practice growth strategies, big data - monetizing the clinical information, multiple clinical treatment symposium, and much more.",2018-12-31,-1,25.762634,-80.191398,"1109 Brickell Ave Miami FL 33131, Miami, USA",BendCare Summit,2018-12-30,Conference,25000,MIA
172,372,"Government IT Security Conference is the UK's premier event for cyber security & infosec professionals and decision-makers looking to protect key public sector ICT assets and infrastructures. Join hundreds of senior cybersecurity, InfoSec, and risk management professionals to discuss the threat landscape, opportunities to detect and defeat attacks through appropriate skills and capabilities as well as best practice and approaches required to protect critical national systems and networks.",2018-05-09,50,51.494248,-0.141821,"239 Vauxhall Bridge Rd Pimlico London SW1V 1EQ, London, UK",Government IT Security Conference,2018-05-09,Conference,25000,LON
173,375,"Leaders in Healthcare will be attended by healthcare leaders from both the UK healthcare systems and worldwide. It will bring together some of the most senior leaders within our healthcare system for three days of talks, discussions and networking. It continues to showcase the most topical issues in healthcare and their relation to the future of medical and wider healthcare leadership and management.",2018-05-02,50,51.520077,-0.093263,"Silk St London EC2Y 8DS, London, UK",Healthcare Conference,2018-05-02,Conference,25000,LON
174,821,"The School Design and Development Summit will bring together thought leaders to discuss strategies to deliver next generation school learning environments through innovative funding, design and development strategies.",2018-11-14,-1,-33.862283,151.212672,"93 Macquarie St, Sydney NSW 2000, Sydney, Australia",School Design & Development Summit,2018-11-13,Conference,25000,SYD
175,478,The conference will cover areas like country-specific reviews to key asset classes to news about emerging markets to prospects and challenges for a particular industry or sector and more.,2018-11-17,50,51.5073219,-0.1276474,"London, UK",Reuters Global Investment Outlook Summit,2018-11-13,Conference,25000,LON
176,769,"The Outsourcing in Clinical Trials West Coast will focus on providing delegates with practical take-away and solutions to their most current operational and outsourcing challenges in clinical trials, this is an event not to be missed. Join pharmaceutical, medical device and biotech experts to discuss new trends and opportunities and learn how to optimize their clinical operation knowledge and stay ahead of the game.",2019-02-13,50,37.59361,-122.36527,"1333 Old Bayshore Hwy, Burlingame, CA 94010, Burlingame, USA",Outsourcing in Clinical Trials West Coast,2019-02-12,Conference,25000,SFO
177,141,"International Academic Conferences promote international dissemination of knowledge and development of cross-national academic fraternity. The participants come from different backgrounds and countries. They share their researches, experiences and informally create long-lasting bonds.",2018-12-25,50,25.264955,55.322138,"Al Rigga Rd DeiraNear Al Rigga Metro Station - Dubai, Dubai, UAE","International Conference on Teaching, Education & Learning",2018-12-24,Conference,25000,DXB
178,852,"The International Conference On Biodiversity And Ecosystems aims to bring together leading academic scientists, professors, researchers, students, and research scholars to exchange and share their experiences and research results about all aspects of Biodiversity and Ecosystems.",2019-04-22,50,45.4371908,12.3345898,"Venice, Italy",International Conference On Biodiversity And Ecosystems,2019-04-21,Conference,25000,VCE
179,23,"Charite Entrepreneurship Summi will continue to facilitate the conversation about the future of healthcare. Healthcare and Digital Transformation, Rethinking Healthcare Delivery, System - Hospital 2020, Transforming Women's Entrepreneurship, Open Innovations in Drug Discovery, Value-based Medicine, Transforming Medical Education, The Science of Aging, Genome Editing.",2018-05-08,50,52.5170365,13.3888599,"Berlin, Germany",Charite Entrepreneurship Summit,2018-05-07,Conference,25000,BER
180,130,"A multidisciplinary approach involves drawing appropriately from multiple academic disciplines to redefine problems outside normal boundaries and reach solutions based on a new understanding of complex situations and Innovation involves deliberate application of information, imagination and initiative in deriving greater or different values from resources, and includes all processes by which new ideas are generated and converted into useful products. To utilize the yield of the conference in the classroom for the advantages of the students, to urge scientists to distinguish critical research issues in recognized regions.",2018-12-30,50,25.255865,55.328982,"Deira,Near Deira City Centre - Dubai - United Arab Emirates, Dubai, UAE",World Conference on Multidisciplinary Research & Innovation,2018-12-29,Conference,25000,DXB
181,732,"International Conference on Contemporary Issues in Management, Business, Economics, Social Sciences & Humanities aims to bring together leading academic scientists, researchers and research scholars to exchange and share their experiences and research results about all aspects of Business Management, Social Science and Economics. It also provides the premier interdisciplinary forum for researchers, practitioners, and educators to present and discuss the most recent innovations, trends, and concerns, practical challenges encountered and the solutions adopted in the fields of Business Management, Social Science and Economics.",2019-04-25,50,41.906242,12.516884,"Viale Ippocrate, 119, 00161 Roma RM, Italy, Rome, Italy","International Conference on Contemporary Issues in Management, Business, Economics, Social Sciences & Humanities",2019-04-24,Conference,25000,ROM
182,729,"ItaliaSec Summit is the groundbreaking summit designed for senior security thought leaders working in Italy to help trigger productive discussions and promote best practices with the aim of putting together robust policies and standards that will shape a more secure future for Italian infrastructure and assets. This is the leading platform for senior experts from the Government, Banking, Finance, Oil & Gas, Utilities, Retail, Chemicals, Pharmaceuticals, Manufacturing, Food, Healthcare, and Transport industries to discuss the country's main cyber security challenges and evaluate the best strategies to safeguard from them.",2018-05-16,15,41.8933203,12.4829321,"Rome, Italy",ItaliaSec Summit,2018-05-15,Conference,25000,ROM
183,853,"The International Conference on Business and Management Engineering aims to bring together leading academic scientists, professors, researchers, students and research scholars to exchange and share their experiences and research results about all aspects of Business and Management Engineering. It also provides the premier interdisciplinary forum for researchers, practitioners, and educators to present and discuss the most recent innovations, trends, and concerns, practical challenges encountered and the solutions adopted in the field of Business and Management Engineering.",2019-04-22,50,45.4371908,12.3345898,"Venice, Italy",International Conference on Business and Management Engineering,2019-04-21,Conference,25000,VCE
184,854,"The International Conference on Economics and Financial Engineering provide the premier interdisciplinary forum for researchers, practitioners, and educators to present and discuss the most recent innovations, trends, and concerns, practical challenges encountered and the solutions adopted in the field of Economics and Financial Engineering.",2019-04-22,50,45.4371908,12.3345898,"Venice, Italy",International Conference on Economics and Financial Engineering,2019-04-21,Conference,25000,VCE
185,120,"The International Conference on Science & Technology Research promote international dissemination of knowledge and development of cross-national academic fraternity. The participants come from different backgrounds and countries. They share their researches, experiences and informally create long-lasting bonds.",2019-02-27,50,25.264955,55.322138,"Al Rigga Rd DeiraNear Al Rigga Metro Station - Dubai, Dubai, UAE",International Conference on Science & Technology Research,2019-02-26,Conference,25000,DXB
186,146,"The International Conference On Immunology And Evolution Of Infectious Diseases theme is Advanced therapies for deadly diseases. It provides an international platform for discussion of present and future summons in Advancements of immunology in curing the deadly infectious diseases, expertise meeting and review of research.",2018-05-11,-1,50.110433,8.595135,"Oeserstraße 180 65933 Frankfurt am Main, Frankfurt, Germany",International Conference On Immunology And Evolution Of Infectious Diseases,2018-05-10,Conference,25000,FRA
187,761,"SINET ITSEF is a platform where entrepreneurs can meet and interact directly with leaders of government, business and the investment community in an open, collaborative environment focused on identifying solutions to Cybersecurity challebusnges.",2019-04-11,50,37.414274,-122.077409,"1401 N Shoreline Blvd Mountain View CA 94043, Mountain View, USA",SINET ITSEF,2019-04-11,Conference,25000,SFO
188,720,"The Future of Finance Summit will feature industry's top minds from banking, asset management, insurance and more, together with European policymakers to examine the challenges and opportunities for the financial services sector during the final push to strengthen Europe's financial architecture before Brexit and the European elections.",2019-02-21,50,48.869066,2.319639,"33 Rue du Faubourg Saint-Honoré, 75008 Paris, Paris, France",The Future of Finance Summit,2019-02-21,Conference,25000,PAR
189,41,"World Cocoa Foundation Partnership Meeting theme will be Drivers of Change. It aims to catalyze public-private action to accelerate cocoa sustainability. We champion multi-stakeholder partnerships, aligned public and private investment, policy dialogue, and joint learning and knowledge sharing to achieve transformative change in the cocoa supply chain.",2019-10-24,50,52.51958,13.40273,"Karl-Liebknecht-Str. 3, 10178 Berlin, Berlin, Germany",World Cocoa Foundation Partnership Meeting,2019-10-23,Conference,25000,BER
190,43,"Association of Human Rights Institutes Conference aim is to bring together human rights researchers from across the disciplines, to facilitate the exchange of ideas and collaboration, and to promote research, education, and discussion in the field of human rights. AHRI is supportive of Ph.D. researchers and the facilitation of exchange between the different member institutions.",2019-09-07,50,52.401031,13.01191,"Am Neuen Palais 10, 14469 Potsdam, Potsdam, Germany",Association of Human Rights Institutes Conference,2019-09-06,Conference,25000,BER
191,763,"Transition to General Management will cover areas like More effective decision making at a general management level and enhanced leadership skills, giving you increased confidence and managerial impact.",2019-10-28,50,37.7749295,-122.4194155,"San Francisco, USA",Transition to General Management,2019-10-28,Conference,25000,SFO
192,124,"Advanced Financial Statements Analysis designed to provide key organisational stakeholders with vital information about the financial performance and financial position of an enterprise; understanding their structure and meaning is the starting point for assessing the firm's ability to compete in markets for customers and investors. But beyond this the tools of financial statements analysis are needed to unlock the real drivers of financial strength and performance and to measure, manage and improve the creation of value for shareholders and other key organisational stakeholders.",2018-11-15,50,25.0750095,55.1887608818,"Dubai, UAE",Advanced Financial Statements Analysis,2018-11-11,Conference,25000,DXB
193,861,"Pharmaceutical Contract Management Group Conference aims to foster a consistent, professional approach to managing R&D outsourcing and thereby establish recognition of the role of outsourcing management in the pharmaceutical industry, generate standards for the management of pharmaceutical R&D outsourcing and to provide a forum for the exchange of ideas to achieve this, develop the skills of Pharmaceutical R&D outsourcing and contracting professionals, forge links with professional groups within the pharmaceutical industry such as CROs, government bodies and health services in order to represent views of PCMG members.",2019-06-07,-1,41.236681,1.823749,"Calle Joan Salvat Papasseit, 38, 08870 Sitges, Barcelona, Sitges, Spain",Pharmaceutical Contract Management Group Conference,2019-06-05,Conference,25000,BCN
194,125,"MENA Procurement Excellence Summit will provide you with new insight, knowledge and training to respond to the challenges of innovating and transforming procurement and supply chain operations. The Summit will feature an executive line-up of supply chain and procurement leaders, new and innovative delivery formats - including debates, fireside chats and peer-to-peer focus group workshops (say goodbye to PPT presentations!) - pre- and post-conference workshops, and much more!",2018-11-08,50,25.07717,55.140997,"Dubai Marina - Dubai, Dubai, UAE",MENA Procurement Excellence Summit,2018-11-05,Conference,25000,DXB
195,679,"The Performance Management Seminar will explore the current state of Performance Management in companies today, as they are increasingly under pressure from the changing nature of the workforce and expectations of new entrants, as well as shifts towards creating engagement and learning cultures.",2018-11-14,50,40.7308619,-73.9871558,"New York, USA",Performance Management Conference,2018-11-13,Conference,25000,NYC
196,714,"ICC International Commercial Mediation Competition is biggest educational event of the year, the ICC Mediation Competition will gather participants including students, professional mediators and trainers from all over the world and a number of volunteers, sponsors and observers. During the Competition, student teams representing universities will endeavour to resolve international business disputes through mediation, guided by professional mediators pursuant to the ICC Mediation Rules. Their performance is evaluated by some of the world's leading dispute resolution specialists who participate in the Competition as judges.",2019-02-13,50,48.8566101,2.3514992,"Paris, France",ICC International Commercial Mediation Competition,2019-02-07,Conference,25000,PAR
197,865,"The CruiseConnect Summit focuses on helping the attendees to meet HR challenges of the rapidly evolving cruise industry and join influential industry speakers representing the largest operators, associations and regulators at the first and only event dedicated to crew recruitment, training and retention for the cruise.",2019-05-30,-1,41.393174,2.161549,"Carrer de Mallorca, 251, 08008 Barcelona, Barcelona, Spain",CruiseConnect Summit,2019-05-29,Conference,25000,BCN
198,765,"Crypto Economics Security Conference will explore the economic security aspects of blockchain protocols, including game theory, incentive design, mechanism design, and market design along with other topics related to crypto-economics security, and foster collaborations among researchers and practitioners working on these topics.",2019-10-29,-1,37.869263,-122.259685,"2475 Bancroft Way Berkeley CA 94720, Berkeley, USA",Crypto Economics Security Conference,2019-10-28,Conference,25000,SFO
199,69,The International Conference on Archaeology main objective is to promote scientific and educational activities towards the advancement of common man's life by improving the theory and practice of various disciplines and sectors of Archaeology.,2018-06-09,-1,13.704655,100.491748,"257/1-3 Charoennakorn Road, Thonburi, Bangkok, 10600, Bangkok, Thailand",International Conference on Archaeology,2018-06-09,Conference,25000,BKK
200,680,"The Vanguard Forum for Healthcare Leaders is designed to complement existing development and support programs for healthcare companies provided by venture capital and private equity firms, among others, and is designed to be accessible and valuable for time-pressed executives.",2018-11-08,50,40.7308619,-73.9871558,"New York, USA",The Vanguard Forum for Healthcare Leaders,2018-11-07,Conference,25000,NYC
201,864,"Healthcare Conference extends a warm welcome to the distinguished Nobel laureates, speakers, delegate and Healthcare Professionals, Pharmacists and Epidemiologists from around the world to USA, for attending Fourteenth Edition of International Conference on Health and Primary care. The theme of the congress is ""Revolutionizing Technologies to Enhance the Current Health and Primary Care Systems"" to provide a premier inter-multi-trans-disciplinary forum for researchers, practitioners and educators to present and discuss about healthcare careers, the most recent innovations, trends, and concerns, practical challenges encountered and the solutions adopted in the health promotions, disease preventions, program development, and nutrition interventions.",2019-05-29,7,41.384742,2.172828,"Barcelona, Spain, Barcelona, Spain",International Conference on Healthcare,2019-05-27,Conference,25000,BCN
202,681,"In-Depth The U.S. Power Industry, ISO Markets, Electric Power Transactions, & Renewable Energy Resources will trach you How the North American power grid is structured, how it operates and what the different types of electric generation are, How control areas, balancing authorities, spinning reserves, AGC and security constrained environmental economic dispatch work, How cost-of-service utility ratemaking and open access deregulated markets work, and why open access retail electricity markets are finally developing in states that permit them.",2018-11-14,50,40.761119,-73.986718,"790 8th Ave, New York, NY 10019, USA, New York, USA","In Depth The U.S. Power Industry, ISO Markets, Electric Power Transactions, & Renewable Energy Resources",2018-11-13,Conference,25000,NYC
203,136,"The 3rd International Conference on Social Sciences, Humanities & Business will address multiple topics and issues of interest in the areas of Social Sciences, Humanities & Business by practical exposure in the form of specialized sessions, poster presentations, plenary sessions and renowned speeches from the leading practitioners reinforcing the upcoming challenges to be faced and their potential solutions.",2019-02-02,50,25.298607,55.372234,"Al Nahda Street 115, Opposite Sahara Center - أبو ظبي - United Arab Emirates, Sharjah, UAE","International Conference on Social Sciences, Humanities & Business",2019-02-01,Conference,25000,DXB
205,771,"Summit on Customer Engagement focuses on customer advocacy, customer marketing, customer community or other related customer programs that engage your best customers to co-create growth of the business.",2019-03-15,50,37.59361,-122.36527,"1333 Old Bayshore Hwy, Burlingame, CA 94010, Burlingame, USA",Summit on Customer Engagement,2019-03-13,Conference,25000,SFO
207,62,"International Conference on Sustainable Development in Economic Trade, Management & Social Sciences conference aims to bring together leading academic scientists, researchers and research scholars to exchange and share their experiences and research results on all aspects of social sciences. It also provides a premier interdisciplinary platform for researchers, practitioners and educators to present and discuss the most recent innovations, trends, and concerns as well as practical challenges encountered and solutions adopted in the fields of social sciences.",2019-02-12,50,13.742812,100.549696,"566 Ploenchit Road, Patumwan ,, Road, Lumpini Lumpini, Bangkok 10330, Bangkok, Thailand","International Conference on Sustainable Development in Economic Trade, Management & Social Sciences",2019-02-11,Conference,25000,BKK
210,872,"The summit will emphasize the need to connect physical infrastructure to cyber space by introducing two separate tracks, Airport Security and Airport IT. To better serve the next-generation travelers and to deliver a seamless passenger journey, airports need to invest in new technologies and improve their infrastructure to match today's passenger expectations. The summit will provide an ideal platform for aviation security professionals and IT experts to discuss new advances in processes and technology to improve overall airport experience.",2019-05-17,50,41.40379,2.191298,"Avinguda Diagonal 201 08018 Barcelona, Barcelona, Spain",Airport Security & IT Summit,2019-05-16,Conference,25000,BCN
211,851,"The International Conference on Environmental and Ecological Engineering provides the premier interdisciplinary forum for researchers, practitioners, and educators to present and discuss the most recent innovations, trends, and concerns, practical challenges encountered and the solutions adopted in the field of Environmental and Ecological Engineering.",2019-04-22,50,45.4371908,12.3345898,"Venice, Italy",International Conference on Environmental and Ecological Engineering,2019-04-21,Conference,25000,VCE
213,89,"China Machinex India brings together thousands of buyers and Chinese manufacturers on a common platform. It enables visitors to see a large number of products at the same time it helps to evaluate and compare them. It gives a buyer the opportunity to see the demonstration and ask detailed questions regarding the products. This year of China Machinex India will display the products in categories like Building Materials, Hardware and Tools, Lighting, Auto Parts, Machinery and various other sectors. The exhibition is supported by CII who will organize a one-day concurrent conference on how the business with India and China is progressing and avenues for Joint Ventures, Cooperation's, FDI etc. It is also being supported by associations in FMCG and Core Industry such as BIA, PWAI, JCCI and many more.",2018-12-19,1700,19.151349,72.855393,"NSE Nesco Complex Off Western Express Highway NESCO Goregaon East Mumbai Maharashtra 400063 India, Mumbai, India",China Machinex India,2018-12-17,Trade Show,25000,BOM
214,10,"Plm Europe is an independent User Group which brings together Siemens PLM Software customers, Partners and Siemens PLM Software. It aims to provide a collaborative network opportunity to share experiences, ideas, information and best practices, to enable business success and allow influencing the future direction of software development.",2019-10-09,50,52.473107,13.458782,"Sonnenallee 225 12057 Berlin, Berlin, Germany",Plm Europe,2019-10-07,Conference,25000,BER
215,168,"International Conference on Civil and Architectural Engineering aims to promote research and developmental activities in Civil and Architectural Engineering, to promote scientific information interchange between researchers, developers, engineers, students, and practitioners working in and around the world.",2019-10-25,50,22.286993,114.143537,"239 Queen&#039;s Rd W, Sai Ying Pun, Hong Kong, Hong Kong, Hong Kong",International Conference on Civil and Architectural Engineering,2019-10-24,Conference,25000,HKG
216,105,"This year's theme is Furthering innovation, developing sustainability and the key topics to be covered within the summit include: Fintech: innovative new start-ups and solutions that will transform treasury, Sustainability: supporting a renewed focus on E, S and GDivesting from oil: Supporting a more diverse economy, Developing an inclusive treasury community and supporting treasurers throughout their careers, Navigating the changing banking and payments landscape, including ongoing regulatory challenges, such as the transition from Libor.",2018-10-17,50,25.133099,55.183466,"6 Al Sufouh Rd - Dubai, Dubai, UAE",ACT Middle East Treasury Summit,2018-10-16,Conference,25000,DXB
217,768,"Annual Glaucoma Symposium CME events feature uniting research, industry, and philanthropy to prevent vision loss from glaucoma and speed the cure. This symposium for clinicians highlights the latest advances in glaucoma management, medications and surgical technique.",2019-02-02,50,37.78913,-122.40725,"345 Stockton St, San Francisco, CA 94108, San Francisco, USA",Annual Glaucoma Symposium CME,2019-02-02,Conference,25000,SFO
218,740,"Organization Design Forum focus on to be the international community that connects, convenes and creates innovative and leading edge thinking where theory and practice come together to advance organizations through design. Organization design practitioners share knowledge, create community, and promote excellence in practice to help organizations around the world be more effective, successful, and inspiring.",2019-04-18,-1,47.656935,-122.207112,"1200 Carillon Point, Kirkland, WA 98033, USA, Kirkland, USA",Organization Design Forum,2019-04-16,Conference,25000,SEA
219,694,"At Market for Home, Lifestyle, and Gift, NY NOW is the leading market for home and lifestyle products and features the largest presentation of handmade products in the Americas. Featuring three collections - Home, Lifestyle and Handmade, it is the premier market for all that's new and on trend in specialty retail. It focuses specifically on furnishings and home textiles, interior decor, tabletop, gourmet housewares and handcrafted merchandise in categories such as a tabletop, ceramics, textiles, home decor, jewelry, apparel and more.",2018-08-15,2300,40.757777,-74.002591,"655 W 34th St New York NY 10001, New York, USA",Retail Renaissance NY NOW,2018-08-12,Trade Show,25000,NYC
220,107,"International Conference on Vital Issues & Practices in Marketing, Business Research & Social Sciences aims to bring together leading academic scientists, researchers and research scholars to exchange and share their experiences and research results on all aspects of social sciences. It also provides a premier interdisciplinary platform for researchers, practitioners and educators to present and discuss the most recent innovations, trends, and concerns as well as practical challenges encountered and solutions adopted in the fields of social sciences.",2018-10-13,50,25.254674,55.327927,"Port Saeed - Deira - Dubai, Dubai, UAE","International Conference on Vital Issues & Practices in Marketing, Business Research & Social Sciences",2018-10-12,Conference,25000,DXB
221,101,"At the Gartner Data & Analytics Summit you will learn how to build an effective data and analytics strategy that will lead to significant business value and understand how to communicate better, foster disruption and drive change in processes, technologies and decision-making practices.",2018-06-06,50,19.134323,72.901328,"2 &amp; 3B Near Chinmayanand Ashram Powai Kailash Nagar Mayur Nagar Morarji Nagar Powai Mumbai Maharashtra 400087, Mumbai, India",Gartner Data & Analytics Summit,2018-06-05,Conference,25000,BOM
222,169,"The International IP Legal Conference Hong Kong will provide the attendees with the opportunity to gain insights from the sessions which will be focusing on Intellectual Property Rights Enforcement in Asia, IP Portfolio Maintenance Analysis and its Impact, IP Strategies for Start Up Companies, Developing the Best Patent Prosecution Strategies, and What is the Role of IP in Open Innovation.",2019-10-24,50,22.29677,114.172652,"50 Nathan Rd, Tsim Sha Tsui, Hong Kong, Hong Kong",International IP Legal Conference Hong Kong,2019-10-23,Conference,25000,HKG
223,156,"International Akademie Fresenius Conference Worker Operator Bystander and Resident Exposure and Risk Assessment will focus on Research & Development, Human exposure & risk assessment, Toxicology, Registration, Marketing & Distribution, Product stewardship & responsible care and Human and consumer safety.",2018-12-07,-1,49.98289,8.168,"Flugplatzstrase 44, 55126 Mainz, Mainz, Germany",International Akademie Fresenius Conference Worker Operator Bystander and Resident Exposure and Risk Assessment,2018-12-06,Conference,25000,FRA
224,3,"The Safety & Security Conference is focused on where businesses, technology and innovation converge, aiming at the safe, orderly operation and efficiency of businesses and it is addressed to all executives and senior executives who are responsible for safety in the workplace, executives physical security services, officials from ministries and institutions, security technicians as well as equipment suppliers of solutions and services on safety, protection, control and accident prevention as well as fire and fire protection.",2019-02-28,-1,38.039475,23.803389,"Fragoklissias 3a and Granicus, Marousi 151 25, Marousi, Greece",Safety & Security Conference,2019-02-28,Conference,25000,ATH
225,85,"RIMS Risk Forum India is where the local community of Indian risk professionals will come together to cultivate relationships, advance their learning and discover new opportunities. The educational program will address the areas of cyber risk, enterprise risk management, emerging risk, strategic risk management and more.",2018-11-14,50,19.06772,72.869003,"C 57 Bandra Kurla Complex Bandra East Maharashtra, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, Mumbai, India",RIMS Risk Forum India,2018-11-13,Conference,25000,BOM
228,175,"International Conference on Innovation Research in Manufacturing, Engineering Science & Technology Applications conference provides opportunities to the researchers to exchange new ideas and application experiences face to face, to establish business or research relations and to find global partners for future collaboration. Boundaries between state of the art and revolutionary innovation constitute the computing frontiers that must be pushed forward to provide the support required for the further advancement of various fields of engineering & technology.",2019-04-06,50,22.329917,114.193043,"30-38 Sa Po Rd Kowloon City, Hong Kong, Hong Kong","International Conference on Innovation Research in Manufacturing, Engineering Science & Technology Applications",2019-04-05,Conference,25000,HKG
